text,user,created_at,geo,location
"Want to work in #ColoradoSprings, CO? View our latest opening: https://t.co/Nwtljcdn4f #cook #Job #Jobs #Hiring #CareerArc",CO Hospitality Jobs,Wed Dec 06 20:02:35 +0000 2017,"[38.8110203, -104.8224067]","Colorado Springs, CO"
Damn pizza hut tryna change da game lol,Earn🤘🏾istory,Wed Dec 06 20:02:36 +0000 2017,"[29.1840381, -95.4330697]","Angleton, TX"
We're #hiring! Read about our latest #job opening here: Sales Specialist Plumbing - https://t.co/2TKk9OXErQ #Sales NY #CareerArc,Newark Sales,Wed Dec 06 20:02:36 +0000 2017,"[40.5477883, -74.2242716]","Staten Island, NY"
Whale and the Wolf Summer Tour '17  https://t.co/kVaESj2ycy,Keenan,Wed Dec 06 20:02:37 +0000 2017,"[40.7207559, -74.0007613]","Manhattan, NY"
"We've got a #job opening in #Sacramento, CA that may be perfect for you: https://t.co/SQKGujqvOp #entrylevel… https://t.co/GddPQxL3qZ",The Job Window,Wed Dec 06 20:02:37 +0000 2017,"[38.5678631, -121.4399041]","Sacramento, CA"
"See our latest #Shenandoah, TX #job and click to apply: Lead, Food Technologist - https://t.co/mrUPIEVdvS #BusinessMgmt #Hiring #CareerArc",TMJ-HOU Mgmt. Jobs,Wed Dec 06 20:02:37 +0000 2017,"[30.1802151, -95.4557726]","Shenandoah, TX"
Single Ceasar and Mama Skyy? Are you ready for the new season of Black Ink Crew? Swipe left to… https://t.co/yqitVyvFtR,Lurk Vorhees,Wed Dec 06 20:02:37 +0000 2017,"[39.998, -75.1448]","Philadelphia, PA"
"Want to work in #FountainInn, SC? View our latest opening: https://t.co/PF7bCXlIhQ #CustomerService #Job #Jobs #Hiring #CareerArc",TMJ-GRN CstSrv Jobs,Wed Dec 06 20:02:38 +0000 2017,"[34.6890095, -82.1956679]","Fountain Inn, SC"
Just posted a photo @ Chicago Botanic Garden https://t.co/MBSGribAGZ,Buckaroo Pepper Jam,Wed Dec 06 20:02:38 +0000 2017,"[42.14893783, -87.78971901]","Glencoe, IL"
Casually rocking mom’s (@KATELINDER) hat 🧢 💙 incredible make up don’t by cmsmakeupart @ Niles… https://t.co/8x7klzZafD,Brianna Joy Chomer,Wed Dec 06 20:02:39 +0000 2017,"[42.01203252, -87.80148002]","Niles, IL"
Mixing it up a little bit for #wednesdayworkout. At least we know they’re competitive!… https://t.co/hNv5cmfoXY,Jeff Lamb,Wed Dec 06 20:02:39 +0000 2017,"[42.50922417, -90.69183305]","Dubuque, IA"
"We're #hiring! Read about our latest #job opening here: Teller - https://t.co/0x6XIZlP5R #CustomerService #Shorewood, WI #CareerArc",TMJ-MKE CstSrv Jobs,Wed Dec 06 20:02:39 +0000 2017,"[43.0891787, -87.8875848]","Shorewood, WI"
"We're #hiring! Click to apply: Account Manager, Resident Screening - https://t.co/dIFe3AdNLo #Yardi #yardijobs #Veterans",Yardi Jobs,Wed Dec 06 20:02:39 +0000 2017,"[42.3764852, -71.2356113]","Waltham, MA"
"Can you recommend anyone for this #job in #CedarCity, UT? #hiring #career https://t.co/biiHDoxulq #CareerArc",TMJ-UT Sales Jobs,Wed Dec 06 20:02:39 +0000 2017,"[37.6597785, -113.0713614]","Cedar City, UT"
"Interested in a #job in #Ontario, CA? This could be a great fit: https://t.co/bawYrSWlPl #Engineering #Hiring",DEA_Careers,Wed Dec 06 20:02:39 +0000 2017,"[34.0633443, -117.6508876]","Ontario, CA"
Can you recommend anyone for this #job? Class A Transportation Driver - https://t.co/QX0HZ6mdf8 #trucking #CDL… https://t.co/sRtorex5nz,Dayton Freight Jobs,Wed Dec 06 20:02:39 +0000 2017,"[45.0060767, -93.1566107]","Roseville, MN"
Cleared: Construction on #I87NYSThruway NB from After Spring Valley Toll Barrier to After Spring Valley Toll Barrier,511NYMidHudson,Wed Dec 06 20:02:40 +0000 2017,"[41.100419, -74.062055]","Monsey, NY"
"Sunstate Equipment Co. #Trabajo: Driver - Semi ( #Buda, TX ) https://t.co/TDcgERT80O #camionista #Transporte #Contratar",Sunstate Jobs,Wed Dec 06 20:02:40 +0000 2017,"[30.0817231, -97.8428927]","Buda, TX"
"Can you recommend anyone for this #job in #Findlay, OH? https://t.co/gT3GOgJ75U #Transportation #Hiring #CareerArc",TMJ-TOL Transp. Jobs,Wed Dec 06 20:02:40 +0000 2017,"[41.0612029, -83.676026]","Findlay, OH"
Cleared: Construction on #I87NYSThruway NB from After Spring Valley Toll Barrier to After Spring Valley Toll Barrier,511 New York,Wed Dec 06 20:02:40 +0000 2017,"[41.100419, -74.062055]","Monsey, NY"
"Want to work at Enterprise Holdings? We're #hiring in #PoplarBluff, MO! Click for details: https://t.co/8T2PbwQRKG #Job #Jobs #CareerArc",MO Non-Metro Jobs,Wed Dec 06 20:02:40 +0000 2017,"[36.7569994, -90.392888]","Poplar Bluff, MO"
"Want to work at FM Global? We're #hiring in #Johnston, RI! Click for details: https://t.co/m8YBXEl5Gp… https://t.co/KLb0pC5x97",FM Global Careers,Wed Dec 06 20:02:40 +0000 2017,"[41.8205199, -71.512617]","Johnston, RI"
Cleared: Construction on #US30 EB at CR 719/Vineyard Rd,511NY - New Jersey,Wed Dec 06 20:02:40 +0000 2017,"[39.755459, -74.882397]","Atco, NJ"
Cleared: Construction on #NJ29 SB at West Upper Ferry Rd,511NY - New Jersey,Wed Dec 06 20:02:40 +0000 2017,"[40.252236, -74.841497]","Ewing, NJ"
Cleared: Construction on #US30 EB at CR 719/Vineyard Rd,511 New York,Wed Dec 06 20:02:40 +0000 2017,"[39.755459, -74.882397]","Atco, NJ"
"Interested in a #job in #Theodore, AL? This could be a great fit: https://t.co/GT5tVe5pS0 #Transportation #Veterans #Hiring",United Rentals Jobs,Wed Dec 06 20:02:40 +0000 2017,"[30.5476941, -88.1752796]","Theodore, AL"
"Come celebrate the life of @boxthebeast this Sunday. Hosted by @bkawatts, we’ve got an all day… https://t.co/XZZxaok6yv",glo.,Wed Dec 06 20:02:40 +0000 2017,"[41.51243367, -81.67639732]","Cleveland, OH"
"#Trabajo alerta: Turndown Attendant - Part Time | #LasVegas, NV https://t.co/areCD463bT #Síguenos #VegasJobs #Hospitalidad #Contratar",Mandarin Las Vegas,Wed Dec 06 20:02:40 +0000 2017,"[36.1061525, -115.1744604]","Paradise, NV"
We're #hiring! Click to apply: Mortgage Loan Originator NMLS - Missouri - https://t.co/FvpKd2nF4X #Banking… https://t.co/A1p12gAgBU,TMJ-MO Bank Jobs,Wed Dec 06 20:02:40 +0000 2017,"[37.3058839, -89.5181476]","Cape Girardeau, MO"
Cleared: Construction on #NJ29 SB at West Upper Ferry Rd,511 New York,Wed Dec 06 20:02:40 +0000 2017,"[40.252236, -74.841497]","Ewing, NJ"
Cleared: Construction on #US40 Both directions at Garden State Parkway,511NY - New Jersey,Wed Dec 06 20:02:40 +0000 2017,"[39.400312, -74.560184]","Cardiff, NJ"
"See our latest #Cadillac, MI #job and click to apply: Store Manager - https://t.co/IFaIaTQDoo #Retail #Hiring #CareerArc",TMJ-MI Retail Jobs,Wed Dec 06 20:02:41 +0000 2017,"[44.2439401, -85.3964429]","Cadillac, MI"
"#Repost @dmonei (get_repost)
・・・
Way to stay in the fight and bring it home Mayor KLB, can't… https://t.co/yFvFSNjIQ3",Ann M.,Wed Dec 06 20:02:41 +0000 2017,"[42.3314, -83.0458]","Detroit, MI"
Cleared: Construction on #US40 Both directions at Garden State Parkway,511 New York,Wed Dec 06 20:02:41 +0000 2017,"[39.400312, -74.560184]","Cardiff, NJ"
The Sistine Chapel Ceiling by Michelangelo.  #UpaInSpace #ILoveNYC #themetropolitanmuseumofart… https://t.co/akLdwU3QKb,Upa,Wed Dec 06 20:02:41 +0000 2017,"[40.77942, -73.96342]","Manhattan, NY"
"This #job might be a great fit for you: Teller - https://t.co/6aeJ785dcP #CustomerService #Doylestown, PA #Hiring #CareerArc",TMJ-PHL CstSrv Jobs,Wed Dec 06 20:02:42 +0000 2017,"[40.3101063, -75.1298939]","Doylestown, PA"
"Interested in a #job in #Albuquerque, NM? This could be a great fit: https://t.co/LAbbodELa2 #Labor #Hiring",Labatt Food Service,Wed Dec 06 20:02:42 +0000 2017,"[35.0853336, -106.6055534]","Albuquerque, NM"
"Can you recommend anyone for this #job in #BocaRaton, FL? https://t.co/N6tdtiFauU #FastCasual #Hiring #CareerArc",TMJ-MIA HRTA Jobs,Wed Dec 06 20:02:42 +0000 2017,"[26.366987, -80.1881379]","Boca Raton, FL"
"We're #hiring! Read about our latest #job opening here: Operating Room OR RN - https://t.co/4lIz3WokBB #Nursing #GigHarbor, WA #CareerArc",TMJ-WAT Nursing Jobs,Wed Dec 06 20:02:42 +0000 2017,"[47.329264, -122.5801293]","Gig Harbor, WA"
"Can you recommend anyone for this #job in #ElDorado, AR? https://t.co/kNkTzMlLLp #Cardiology #Hiring #CareerArc",AR Physician Jobs,Wed Dec 06 20:02:43 +0000 2017,"[33.20763, -92.6662674]","El Dorado, AR"
"No, bet you can’t do it like this @ Happy's Bamboo Bar &amp; Lounge https://t.co/WsJFmYE4hC",Michael Rustam,Wed Dec 06 20:02:43 +0000 2017,"[41.92309, -87.64496]","Chicago, IL"
"current weather in Portland: clear sky, 51°F
57% humidity, wind 17mph, pressure 1036mb",Portland Weather,Wed Dec 06 20:02:43 +0000 2017,"[45.51, -122.68]","Portland, OR"
"Join the CVS Health team! See our latest #job opening here: https://t.co/GKRLImYba5 #Retail #Sparks, NV #Hiring #CareerArc",TMJ-NVR Retail Jobs,Wed Dec 06 20:02:44 +0000 2017,"[39.5349112, -119.7526886]","Sparks, NV"
Vax @ Ronnie's Diner https://t.co/zb1bSg7g2D,Robin Rae,Wed Dec 06 20:02:44 +0000 2017,"[33.98545, -118.42481]","Los Angeles, CA"
"Join a 104 year old ministry with solid financial strength! Find your new #career in #Lebanon, OH today!… https://t.co/X1xQN0U14O",OtterbeinCareers,Wed Dec 06 20:02:46 +0000 2017,"[39.4298253, -84.2826243]","Monroe, OH"
Moody Gardens Contest https://t.co/sinXVWTbtX,"Galveston, TX News",Wed Dec 06 20:02:46 +0000 2017,"[29.30680084, -94.77189636]","Galveston, TX"
Our Wednesday is significantly better than yours #COrg #TopGun #Not4Me @ Huntington Beach… https://t.co/OeDWhDjgTL,Ryan Caugherty,Wed Dec 06 20:02:46 +0000 2017,"[33.65668, -118.00258]","Huntington Beach, CA"
"This #job might be a great fit for you: DIESEL MECHANIC WANTED | $1,500 BONUS | JOIN OUR TEAM! -… https://t.co/acbvk1G7HJ",JOBS at AIM,Wed Dec 06 20:02:46 +0000 2017,"[41.6475306, -88.0895061]","Romeoville, IL"
Local celebs top our favorite looks from the Oscar de la Renta exhibit https://t.co/qyA7f8jxP2,Missouri City News,Wed Dec 06 20:02:46 +0000 2017,"[29.52869987, -95.52919769]","Missouri City, TX"
"We're #hiring! Click to apply: Parts Delivery - #job #career https://t.co/w9f9FV9lWI #Greeley, CO #CareerArc",TMJ-COB Transp. Jobs,Wed Dec 06 20:02:47 +0000 2017,"[40.3892167, -104.7567004]","Greeley, CO"
"Join the U.S. Bank team! See our latest #job opening here: https://t.co/kQklw8akdU #Banking #Topeka, KS #Hiring #CareerArc",TMJ-KS Bank Jobs,Wed Dec 06 20:02:47 +0000 2017,"[39.0558235, -95.6890185]","Topeka, KS"
Touring the “heartbeat” of our downtown campus...thanks Corporate Real Estate! #hacemosdallas… https://t.co/xb5p7xa6XK,Hacemos Dallas,Wed Dec 06 20:02:47 +0000 2017,"[32.77980825, -96.79888219]","Dallas, TX"
Accident in #WhitesCreek on Briley Pkwy EB near Clarksville Pike #Nashville #traffic https://t.co/rU1w1uRSkB,TTWN Nashville,Wed Dec 06 20:02:47 +0000 2017,"[36.22907, -86.83427]","Nashville, TN"
"#Trabajo alerta: In-Room Dining Server Assistant - On Call | #LasVegas, NV https://t.co/5W1S4n2WBh #Bilingual #Contratar",Mandarin Las Vegas,Wed Dec 06 20:02:49 +0000 2017,"[36.1061525, -115.1744604]","Paradise, NV"
#TB to Monday morning's windy and chilly ride. #ChinaFlat #Cheesboro #PaloComado #ESIgrips… https://t.co/1BekRyXfqa,R' Joshua Brumbach,Wed Dec 06 20:02:49 +0000 2017,"[34.19353908, -118.77567508]","Oak Park, CA"
"Want to work at O'Reilly Auto Parts? We're #hiring in #Tulsa, OK! Click for details: https://t.co/O9wskebI1W #Job #Jobs #CareerArc",TMJ-TUL Transp. Jobs,Wed Dec 06 20:02:49 +0000 2017,"[36.1766933, -95.9407851]","Tulsa, OK"
"Want to work in #Miramar, FL? View our latest opening: https://t.co/5tOxUgn2Sk #Sales #Job #Jobs #Hiring #CareerArc",TMJ - FLF Sales Jobs,Wed Dec 06 20:02:49 +0000 2017,"[25.9860762, -80.3035602]","Miramar, FL"
"If you're looking for work in #LosAngeles, CA, check out this #job: https://t.co/1u2u2ZnPDF #Transportation #Hiring #CareerArc",TMJ-LAX Transp. Jobs,Wed Dec 06 20:02:49 +0000 2017,"[34.212645, -118.4931277]","Los Angeles, CA"
"We're #hiring! Read about our latest #job opening here: Sales Lead - https://t.co/UNlBmQfom2 #Sales #SaintLouis, MO #CareerArc",TMJ-STL Sales Jobs,Wed Dec 06 20:02:49 +0000 2017,"[38.6349583, -90.3480971]","Richmond Heights, MO"
"Can you recommend anyone for this #job in #Albuquerque, NM? https://t.co/JEKx8vuU3l #UNMH #Nursing #Hiring",UNMH Jobs,Wed Dec 06 20:02:49 +0000 2017,"[35.09, -106.62]","Albuquerque, NM"
"Want to work at Amtrak? We're #hiring in #Oakland, CA! Click for details: https://t.co/FQzcVa5llt #FacilitiesMgmt #Job #Jobs #CareerArc",SanFran Facility Mgt,Wed Dec 06 20:02:49 +0000 2017,"[37.8134679, -122.307917]","Oakland, CA"
Can you recommend anyone for this #job? Seasonal Sales Associate - Round Rock Premium - https://t.co/WWygOTnxrx… https://t.co/wdtaAP3LB8,TMJ-AUS Retail Jobs,Wed Dec 06 20:02:49 +0000 2017,"[30.5082551, -97.678896]","Round Rock, TX"
"We're #hiring! Click to apply: Senior Financial Analyst - https://t.co/D5kFxKIl41 #Finance #SantaMonica, CA #Job #Jobs #CareerArc",LA Finance Jobs,Wed Dec 06 20:02:49 +0000 2017,"[34.0194543, -118.4911912]","Santa Monica, CA"
"Interested in a #job in #CarsonCity, NV? This could be a great fit: https://t.co/qEn0Jg8KuR #Retail #Hiring #CareerArc",TMJ-NVC Retail Jobs,Wed Dec 06 20:02:49 +0000 2017,"[39.1637984, -119.7674034]","Carson City, NV"
"Interested in a #job in #Greensboro, NC? This could be a great fit: https://t.co/HsYErVbM3N #Finance #Hiring #CareerArc",TMJ-NCT Finance Jobs,Wed Dec 06 20:02:50 +0000 2017,"[36.0726354, -79.7919754]","Greensboro, NC"
"See our latest #Boone, IA #job and click to apply: CMA/LPN/RN - BCFM - PRN - Days - https://t.co/4MvPiTNFft… https://t.co/kvumqxkzqA",Boone County Hosp,Wed Dec 06 20:02:50 +0000 2017,"[42.05634, -93.879951]","Boone, IA"
"Can you recommend anyone for this #job in #Buffalo, NY? https://t.co/LRqbzrtizP #Engineering #Hiring #CareerArc",TMJ-BUF Engin. Jobs,Wed Dec 06 20:02:50 +0000 2017,"[42.882577, -78.8071414]","Buffalo, NY"
"Can you recommend anyone for this #job? Crew - https://t.co/3fT30DDP1n #Hospitality #Urbandale, IA #Hiring",AMC Careers,Wed Dec 06 20:02:50 +0000 2017,"[41.6165255, -93.7342138]","Urbandale, IA"
"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/95F38XpMUx #Hospitality #Hiring",USS,Wed Dec 06 20:02:50 +0000 2017,"[40.7282239, -73.7948516]","Queens, NY"
See you tonight at IGNITE!!  Doors open @ 5:30.  GAMES...SNACK BAR...MUSIC! #corevalues… https://t.co/j20YJbdgp3,Matthew Williamson,Wed Dec 06 20:02:50 +0000 2017,"[28.8269958, -81.6856842]","Eustis, FL"
"Can you recommend anyone for this #job in #Rolla, MO? https://t.co/jMlbtuq0v1 #medicaljobs #healthcarejobs #Nursing #Hiring",@PCRMCJobs,Wed Dec 06 20:02:50 +0000 2017,"[37.9526015, -91.7853495]","Rolla, MO"
"If you're looking for work in #Merrimack, NH, check out this #job: https://t.co/zqFHIkFjdX #Engineering #Hiring",Tim Moran CPC CIPC,Wed Dec 06 20:02:50 +0000 2017,"[42.8678693, -71.4948322]","Merrimack, NH"
"#Trabajo alerta: Team Member - Cashier | #Phoenix, AZ https://t.co/HvxR500HI1 #MilSpouse #Contratar",Noodles Careers,Wed Dec 06 20:02:51 +0000 2017,"[33.6677118, -112.1228826]","Phoenix, AZ"
"#Trabajo: RN - PRN (Hospice Care Center - Night Shift) ( #PinellasPark, FL ) https://t.co/HTYKHveASo #empleo… https://t.co/yOzRotz5QX",EmpathCareers,Wed Dec 06 20:02:51 +0000 2017,"[27.8428025, -82.6995443]","Pinellas Park, FL"
"current weather in Santa Rosa: clear sky, 55°F
50% humidity, wind 6mph, pressure 1026mb",Santa Rosa Weather,Wed Dec 06 20:02:52 +0000 2017,"[38.44, -122.71]","Santa Rosa, CA"
My friend JonathanCouture in NYC creates the most beautiful arrangements....#gvnyc  #flowers @… https://t.co/rJhVpRb5yv,Germán Valdivia,Wed Dec 06 20:02:52 +0000 2017,"[40.7142, -74.0064]","Manhattan, NY"
@Josh_Khalfin imagine if he had lettieri instead of carey on the wing,Paul,Wed Dec 06 20:02:53 +0000 2017,"[40.75405624, -73.98699403]","Manhattan, NY"
"This #job might be a great fit for you: Store Team Member - https://t.co/xVNQ8nFvcX #Retail #Douglas, GA #Hiring #CareerArc",TMJ-GA Retail Jobs,Wed Dec 06 20:02:53 +0000 2017,"[31.5088073, -82.8498654]","Douglas, GA"
We're #hiring! Click to apply: Pharmacy Technician - Packaging 671549 - https://t.co/wnWIl8KNcm #Healthcare… https://t.co/xZf264IkVt,TM-TOL Health Jobs,Wed Dec 06 20:02:53 +0000 2017,"[41.556996, -83.627157]","Perrysburg, OH"
"‼️TONIGHT EVERYONE ABSOLUTELY FREE ALL NIGHT LONG‼️
Panda🐼… https://t.co/niq6cFmiLz",Jerry Phonniseth,Wed Dec 06 20:02:54 +0000 2017,"[35.2166, -80.85654]","Charlotte, NC"
Drinking a Hipster Brunch Stout by Odd Side Ales at @clubhousebfd — https://t.co/TeVV05MuP2,Zachary Davis ⛄️,Wed Dec 06 20:02:54 +0000 2017,"[42.6471, -83.1702]","Rochester Hills, MI"
"""Remember, results aren’t the criteria for success — it’s the effort made for achievement that… https://t.co/4rfZ3v8J4X",CFNoBoundaries,Wed Dec 06 20:02:54 +0000 2017,"[33.480751, -117.67202]","San Juan Capistrano, CA"
"Cinderella Ave @ Nashville, Tennessee https://t.co/cUHFScMOok",Will Kimbrough,Wed Dec 06 20:02:55 +0000 2017,"[36.165, -86.78388889]","Nashville, TN"
temperature up 43°F -&gt; 45°F,Aspen Hill Weather,Wed Dec 06 20:02:55 +0000 2017,"[39.08, -77.09]","Aspen Hill, MD"
"I'm at McDonald's in Ft Washington, MD https://t.co/A25LiUqean",❣Kerri Stewart❣,Wed Dec 06 20:02:56 +0000 2017,"[38.792601, -76.928954]","Camp Springs, MD"
@I_am_J9911 Take a knee and hurry up before the cameras get on ya Pyramid Guy.,〽️urk Kobain,Wed Dec 06 20:02:56 +0000 2017,"[33.7885679, -84.49224497]","Atlanta, GA"
"Can you recommend anyone for this #job in #PalmHarbor, FL? https://t.co/xqcCp88GxQ #RNs #Pinellas #RNlife #Nursing #Hiring",EmpathCareers,Wed Dec 06 20:02:56 +0000 2017,"[28.0780718, -82.7637127]","Palm Harbor, FL"
Chef - Cumbria - 29th December to 1st Jan  https://t.co/rrEluzg3Mk,Sugarellacooks,Wed Dec 06 20:02:57 +0000 2017,"[40.7207559, -74.0007613]","Manhattan, NY"
@rbatzz #NewNYer #aintnoapp #35mm #filmisnotdead to see the rest of these photos go to the link… https://t.co/wjoMku8OS6,SIN (The Villain),Wed Dec 06 20:02:58 +0000 2017,"[40.65, -73.95]","Brooklyn, NY"
"If you're looking for work in #Jasper, AL, check out this #job: https://t.co/9kzsJ04UyQ #Hospitality #Hiring #CareerArc",TMJ-BHM HRTA Jobs,Wed Dec 06 20:02:59 +0000 2017,"[33.8312185, -87.2775053]","Jasper, AL"
"See our latest #Harlingen, TX #job and click to apply: Staff Physician - Gynecologist - https://t.co/kLiymV8NKL #Physician #Veterans #Hiring",Jobs at VA,Wed Dec 06 20:02:59 +0000 2017,"[26.1906306, -97.6961026]","Harlingen, TX"
"We're #hiring! Read about our latest #job opening here: Car Detailer Providence - https://t.co/t8NTixGhNq #Providence, RI #CareerArc",TMJ-RIP Jobs,Wed Dec 06 20:02:59 +0000 2017,"[41.8239891, -71.4128343]","Providence, RI"
"Can you recommend anyone for this #job in #Bethesda, MD? https://t.co/18bj1N1VDQ #FacilitiesMgmt #Hiring #CareerArc",Wash DC FacMgmt Jobs,Wed Dec 06 20:02:59 +0000 2017,"[38.984652, -77.0947092]","Bethesda, MD"
We're #hiring! Click to apply: Future Opportunity - Financial Consultant Program - Financial Representative - Portl… https://t.co/xcCJluh7HS,TMJ-MEP CstSrv Jobs,Wed Dec 06 20:02:59 +0000 2017,"[43.661471, -70.2553259]","Portland, ME"
I found poutine! Yess! @ Frites https://t.co/haqPxULRlt,Christine Sweeney,Wed Dec 06 20:02:59 +0000 2017,"[40.63028059, -75.48064654]","Fullerton, PA"
"Want to work at Advance Auto Parts? We're #hiring in #Montoursville, PA! Click for details: https://t.co/h1PGStiEuY… https://t.co/hz0LRyClwo",Penn. Automotive,Wed Dec 06 20:02:59 +0000 2017,"[41.2585298, -76.9189161]","Montoursville, PA"
Join the Advance Auto Parts team! See our latest #job opening here: https://t.co/SkVWoYQIZM #Transportation… https://t.co/mQXjDTZYoF,TMJ-IAD Transport.,Wed Dec 06 20:02:59 +0000 2017,"[41.6298311, -93.5999111]","Des Moines, IA"
Tonight!! Doors for 🗣 livetalksla An Evening with @denisleary open at 7:30 PM 🧠 and doors for 🕯… https://t.co/2uWgIWTPpH,Bootleg Theater,Wed Dec 06 20:02:59 +0000 2017,"[34.06717, -118.27221]","Los Angeles, CA"
Thoroughly enjoying the crisp weather...  even if it is a little wet outside.   #FallHasArrived… https://t.co/3J2ZWUpL73,Wyatt the Great Pit,Wed Dec 06 20:02:59 +0000 2017,"[30.2672, -97.7639]","Austin, TX"
"This #job might be a great fit for you: Cook - https://t.co/o85gGtLRJk #Cook #WhatsCooking #York, PA #Hiring #CareerArc",TMJ-BAL HRTA Jobs,Wed Dec 06 20:02:59 +0000 2017,"[39.9625984, -76.727745]","York, PA"
"This #job might be a great fit for you: Machinist - https://t.co/XHZ8GNQspC #Warehouse #Chicopee, MA #Veterans #Hiring #CareerArc",Enfield S-chain Jobs,Wed Dec 06 20:02:59 +0000 2017,"[42.1487043, -72.6078672]","Chicopee, MA"
This #job might be a great fit for you: State Tested Nursing Assistant (STNA) - https://t.co/yyjKnzQPVe #Nurse… https://t.co/isS67a5f2h,OL Careers,Wed Dec 06 20:02:59 +0000 2017,"[41.3303342, -80.7253575]","Cortland, OH"
"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/dqdsSVv6TO #Sales #Hiring #CareerArc",NYC Sales Jobs,Wed Dec 06 20:03:00 +0000 2017,"[40.7127837, -74.0059413]","Manhattan, NY"
"Want to work in #Spartanburg, SC? View our latest opening: https://t.co/4mAx2FySNi #collegegrads #RN #Job #Jobs #Hiring",SRHS Careers,Wed Dec 06 20:03:00 +0000 2017,"[34.9671629, -81.940232]","Spartanburg, SC"
@Bogartxxx2  I saw it I just replied bro,darrell ceasar,Wed Dec 06 20:03:00 +0000 2017,"[41.8087408, -87.6236243]","Chicago, IL"
"current weather in Rohnert Park: clear sky, 57°F
50% humidity, wind 6mph, pressure 1026mb",Rohnert Park Weather,Wed Dec 06 20:03:00 +0000 2017,"[38.34, -122.71]","Rohnert Park, CA"
"Quando thedoughnutsociety leva o Doughnuts para um outro nível !!  Nunca comi nada igual , nem… https://t.co/c56BKGG1cV",Guia California,Wed Dec 06 20:03:02 +0000 2017,"[34.14672, -118.00057]","Monrovia, CA"
"This #job might be a great fit for you: Teller - https://t.co/zWaMPyQ8S1 #Banking #SteamboatSprings, CO #Hiring #CareerArc",TMJ-CO Bank Jobs,Wed Dec 06 20:03:02 +0000 2017,"[40.4849769, -106.8317158]","Steamboat Springs, CO"
"Want to work at SONIC Drive-In? We're #hiring in #Hartshorne, OK! Click for details: https://t.co/Ked4HUpUuv #SONIC… https://t.co/qHyS77Z7mx",TMJ-OK HRTA Jobs,Wed Dec 06 20:03:02 +0000 2017,"[34.8462138, -95.5615085]","Hartshorne, OK"
"Interested in a #job in #SterlingHeights, MI? This could be a great fit: https://t.co/3Hct5wvLAm #BostonMarket #FastCasual #Hiring",Boston Market Jobs,Wed Dec 06 20:03:03 +0000 2017,"[42.5508211, -83.0686608]","Sterling Heights, MI"
"“Whether it's here in Milwaukee or in a completely different country, I believe it's important… https://t.co/cCllgt0j5Z",MU Community Service,Wed Dec 06 20:03:03 +0000 2017,"[43.03902045, -87.93042256]","Milwaukee, WI"
Check out my #listing in #Amarillo #TX  #realestate #realtor https://t.co/vpHeG8scVg https://t.co/oDc8C36HhV,Kristal Mooneyham,Wed Dec 06 20:03:03 +0000 2017,"[35.151942, -101.923188]","Amarillo, TX"
"When you choose the right songs, your wedding ceremony will be far better for it!    (Gorgeous… https://t.co/KYNNTAIxDn",Rica Tan,Wed Dec 06 20:03:04 +0000 2017,"[33.79412, -84.40138]","Atlanta, GA"
"Get out and show the world what you got 🎶☺️ @ Charlotte, North Carolina https://t.co/lD38JqfPtc",Stephanie jacques,Wed Dec 06 20:03:03 +0000 2017,"[35.22694444, -80.84333333]","Charlotte, NC"
"This opportunity may be a good fit for you or a friend: Analyst I, Help Desk - https://t.co/7zaeZjAkEx #IT #Leawood… https://t.co/IMU7DQnr4v",TMJ-KAN IT Jobs,Wed Dec 06 20:03:05 +0000 2017,"[38.9195343, -94.6478658]","Leawood, KS"
19606 Hartland Street https://t.co/YJ0oV90JKr,every lot la,Wed Dec 06 20:03:05 +0000 2017,"[34.19447244, -118.5603141]","Los Angeles, CA"
"I'm at Ingles in Waynesville, NC https://t.co/3rP30U3K5f",Harold T Hall,Wed Dec 06 20:03:06 +0000 2017,"[35.50414516, -82.98644987]","Waynesville, NC"
"Get out and show the world what you got 🎶☺️ @ Charlotte, North Carolina https://t.co/lD38JqfPtc",Stephanie jacques,Wed Dec 06 20:03:03 +0000 2017,"[35.22694444, -80.84333333]","Charlotte, NC"
"Want to work at Mercy? We're #hiring in #FortSmith, AR! Click for details: https://t.co/UTDGwgaE6c #Healthcare #Job #Jobs",Mercy Jobs,Wed Dec 06 20:03:07 +0000 2017,"[35.3859242, -94.3985475]","Fort Smith, AR"
"If you're looking for work in #Milford, MA, check out this #job: https://t.co/a15oP25lFj #DeliveryDriver #Hiring #CareerArc",TMJ-RIP Transp. Jobs,Wed Dec 06 20:03:07 +0000 2017,"[42.1270974, -71.5163707]","Milford, MA"
"Interested in a #job in #Waukesha, WI? This could be a great fit: https://t.co/kF1HW3APZ1 #HealthWelfare #Hiring #CareerArc",Milwaukee Health,Wed Dec 06 20:03:09 +0000 2017,"[42.984465, -88.2572417]","Waukesha, WI"
"Want to work in #SantaAna, CA? View our latest opening: https://t.co/JIJ5xU3nwZ #Job #Jobs #Hiring #CareerArc",TMJ-CAO Jobs,Wed Dec 06 20:03:09 +0000 2017,"[33.7455731, -117.8678338]","Santa Ana, CA"
